ID,name,description,tactics,platforms,is sub-technique,sub-technique of,impact type,relationship citations,Detection ID,Detection Name,Analysis ID,Analysis Description,Log Sources,Mutable Elements
T1548,Abuse Elevation Control Mechanism,Adversaries may circumvent mechanisms designed to control elevate privileges to gain higher-level permissions. Most modern systems contain native elevation control mechanisms that are intended to limit privileges that a user can perform on a machine. Authorization has to be granted to specific users in order to perform tasks that can be considered of higher risk.(Citation: TechNet How UAC Works)(Citation: sudo man page 2018) An adversary can perform several methods to take advantage of built-in control mechanisms in order to escalate privileges on a system.(Citation: OSX Keydnap malware)(Citation: Fortinet Fareit),"Defense Evasion, Privilege Escalation","IaaS, Identity Provider, Linux, Office Suite, Windows, macOS",False,,,"(Citation: Google Cloud Threat Intelligence ESXi VIBs 2022),(Citation: TrendMicro RaspberryRobin 2022),(Citation: Github UACMe),",DET0345,Detection Strategy for Abuse Elevation Control Mechanism (T1548),AN0975,"Correlate registry modifications (e.g., UAC bypass registry keys), unusual parent-child process relationships (e.g., control.exe spawning cmd.exe), and unsigned elevated process executions with non-standard tokens or elevation flags.","[{""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4688""}, {""Data Component"": ""Logon Session Metadata (DC0088)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4672""}, {""Data Component"": ""Windows Registry Key Modification (DC0063)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=13, 14""}]","[{""Field"": ""ElevatedProcessPath"", ""Description"": ""Paths to monitor for unsigned or unexpected elevated binaries""}, {""Field"": ""ParentProcessName"", ""Description"": ""Parent-child execution chains that are suspicious in the local environment""}, {""Field"": ""TimeWindow"", ""Description"": ""Time between registry modification and elevated process spawn""}]"
T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,"Adversaries may bypass UAC mechanisms to elevate process privileges on system. Windows User Account Control (UAC) allows a program to elevate its privileges (tracked as integrity levels ranging from low to high) to perform a task under administrator-level permissions, possibly by prompting the user for confirmation. The impact to the user ranges from denying the operation under high enforcement to allowing the user to perform the action if they are in the local administrators group and click through the prompt or allowing them to enter an administrator password to complete the action.(Citation: TechNet How UAC Works)

If the UAC protection level of a computer is set to anything but the highest level, certain Windows programs can elevate privileges or execute some elevated [Component Object Model](https://attack.mitre.org/techniques/T1559/001) objects without prompting the user through the UAC notification box.(Citation: TechNet Inside UAC)(Citation: MSDN COM Elevation) An example of this is use of [Rundll32](https://attack.mitre.org/techniques/T1218/011) to load a specifically crafted DLL which loads an auto-elevated [Component Object Model](https://attack.mitre.org/techniques/T1559/001) object and performs a file operation in a protected directory which would typically require elevated access. Malicious software may also be injected into a trusted process to gain elevated privileges without prompting a user.(Citation: Davidson Windows)

Many methods have been discovered to bypass UAC. The Github readme page for UACME contains an extensive list of methods(Citation: Github UACMe) that have been discovered and implemented, but may not be a comprehensive list of bypasses. Additional bypass methods are regularly discovered and some used in the wild, such as:

* <code>eventvwr.exe</code> can auto-elevate and execute a specified binary or script.(Citation: enigma0x3 Fileless UAC Bypass)(Citation: Fortinet Fareit)

Another bypass is possible through some lateral movement techniques if credentials for an account with administrator privileges are known, since UAC is a single system security mechanism, and the privilege or integrity of a process running on one system will be unknown on remote systems and default to high integrity.(Citation: SANS UAC Bypass)","Defense Evasion, Privilege Escalation",Windows,True,T1548,,"(Citation: Cymmetria Patchwork),(Citation: CISA AR18-352A Quasar RAT December 2018),(Citation: Picus Qilin MAR 2025),(Citation: Group IB Cobalt Aug 2017),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: Cisco H1N1 Part 2),(Citation: Trend Micro DRBControl February 2020),(Citation: ESET RTM Feb 2017),(Citation: CISA AppleJeus Feb 2021),(Citation: ClearSky MuddyWater Nov 2018),(Citation: Joint Cybersecurity Advisory LockBit 3.0 MAR 2023),(Citation: ESET Gelsemium June 2021),(Citation: Malwarebytes Konni Aug 2021),(Citation: FOX-IT May 2016 Mofang),(Citation: Microsoft BlackCat Jun 2022),(Citation: McAfee Honeybee),(Citation: Arxiv Avaddon Feb 2021),(Citation: Ensilo Darkgate 2018),(Citation: FinFisher Citation),(Citation: Github Koadic),(Citation: BitDefender BADHATCH Mar 2021),(Citation: Intel471 Medusa Ransomware May 2025),(Citation: Talos Lokibot Jan 2021),(Citation: F-Secure BlackEnergy 2014),(Citation: ESET Sednit Part 3),(Citation: cobaltstrike manual),(Citation: Rancor Unit42 June 2018),(Citation: Mandiant No Easy Breach),(Citation: ESET Grandoreiro April 2020),(Citation: GitHub PoshC2),(Citation: Microsoft FinFisher March 2018),(Citation: Eset Ramsay May 2020),(Citation: Dell Sakula),(Citation: Proofpoint ZeroT Feb 2017),(Citation: Github PowerShell Empire),(Citation: Github UACMe),(Citation: Cybereason Bumblebee August 2022),(Citation: Talent-Jump Clambling February 2020),(Citation: Medium KONNI Jan 2020),(Citation: FBI Lockbit 2.0 FEB 2022),(Citation: Palo Alto Lockbit 2.0 JUN 2022),(Citation: Mandiant ROADSWEEP August 2022),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: RedCanary RaspberryRobin 2022),(Citation: Crowdstrike Indrik November 2018),(Citation: Cybereason Sliver Undated),(Citation: Uptycs Warzone UAC Bypass November 2020),(Citation: Check Point Warzone Feb 2020),(Citation: TrendMicro EarthLusca 2022),(Citation: GitHub Pupy),(Citation: NCC Group WastedLocker June 2020),(Citation: Palo Alto Shamoon Nov 2016),(Citation: ESET EvilNum July 2020),(Citation: 1 - appv),(Citation: Cybereason Kimsuky November 2020),(Citation: ESET InvisiMole June 2018),(Citation: Secureworks BRONZE BUTLER Oct 2017),(Citation: Fortinet Remcos Feb 2017),(Citation: Novetta Winnti April 2015),(Citation: Secure List Bad Rabbit),(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 ),(Citation: Forcepoint Monsoon),(Citation: Trend Micro Tick November 2019),(Citation: Nccgroup Emissary Panda May 2018),(Citation: ESET InvisiMole June 2020),(Citation: Securelist ScarCruft May 2019),(Citation: ESET PipeMon May 2020),(Citation: Antiy CERT Ramsay April 2020),(Citation: Github UACMe),",DET0388,Detection Strategy for T1548.002 – Bypass User Account Control (UAC),AN1094,"Detects a multi-event behavior chain involving UAC bypass attempts via known auto-elevated binaries (e.g., eventvwr.exe, sdclt.exe), unauthorized Registry changes to UAC-related keys, and anomalous process execution with elevated privileges but lacking standard parent-child lineage. Suspicious patterns include invocation of auto-elevated COM objects or manipulation of isolatedCommand Registry entries without consent prompts.","[{""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4688""}, {""Data Component"": ""Logon Session Metadata (DC0088)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4672""}, {""Data Component"": ""Windows Registry Key Modification (DC0063)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=13, 14""}, {""Data Component"": ""Process Access (DC0035)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=10""}, {""Data Component"": ""Module Load (DC0016)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=7""}]","[{""Field"": ""TimeWindow"", ""Description"": ""Correlate registry tampering and elevation within a tunable time window (e.g., 30 seconds) to reduce noise from benign admin activity.""}, {""Field"": ""ElevatedProcessNameList"", ""Description"": ""Tunable list of suspicious elevated binaries (e.g., sdclt.exe, eventvwr.exe, computerdefaults.exe) known to support UAC bypass.""}, {""Field"": ""ParentProcessAnomalyThreshold"", ""Description"": ""Define logic for parent-child mismatch (e.g., non-elevated process spawning auto-elevated one) to flag uncommon elevation paths.""}]"
T1134,Access Token Manipulation,"Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls. Windows uses access tokens to determine the ownership of a running process. A user can manipulate access tokens to make a running process appear as though it is the child of a different process or belongs to someone other than the user that started the process. When this occurs, the process also takes on the security context associated with the new token.

An adversary can use built-in Windows API functions to copy access tokens from existing processes; this is known as token stealing. These token can then be applied to an existing process (i.e. [Token Impersonation/Theft](https://attack.mitre.org/techniques/T1134/001)) or used to spawn a new process (i.e. [Create Process with Token](https://attack.mitre.org/techniques/T1134/002)). An adversary must already be in a privileged user context (i.e. administrator) to steal a token. However, adversaries commonly use token stealing to elevate their security context from the administrator level to the SYSTEM level. An adversary can then use a token to authenticate to a remote system as the account for that token if the account has appropriate permissions on the remote system.(Citation: Pentestlab Token Manipulation)

Any standard user can use the <code>runas</code> command, and the Windows API functions, to create impersonation tokens; it does not require access to an administrator account. There are also other mechanisms, such as Active Directory fields, that can be used to modify access tokens.","Defense Evasion, Privilege Escalation",Windows,False,,,"(Citation: McAfee Cuba April 2021),(Citation: Symantec Bilbug 2022),(Citation: Crowdstrike DriveSlayer February 2022),(Citation: Picus Qilin MAR 2025),(Citation: Cisco LotusBlossom 2025),(Citation: GitHub Sliver C2),(Citation: ESET Gelsemium June 2021),(Citation: Microsoft BlackCat Jun 2022),(Citation: GitHub PoshC2),(Citation: CrowdStrike SUNSPOT Implant January 2021),(Citation: Kaspersky Duqu 2.0),(Citation: Bishop Fox Sliver Framework August 2019),(Citation: Github PowerShell Empire),(Citation: Baumgartner Naikon 2015),(Citation: IBM MegaCortex),(Citation: RedCanary Mockingbird May 2020),(Citation: Trend Micro KillDisk 2),(Citation: Qualys Hermetic Wiper March 2022),(Citation: GitHub PowerSploit May 2012),(Citation: CrowdStrike Ryuk January 2019),(Citation: Mandiant APT41),(Citation: FireEye FIN6 Apr 2019),(Citation: Sophos BlackCat Jul 2022),(Citation: Symantec Hydraq Jan 2010),(Citation: Malwarebytes Kimsuky June 2021),(Citation: PowerSploit Documentation),(Citation: SentinelLabs Metador Technical Appendix Sept 2022),(Citation: Microsoft Replace Process Token),(Citation: Microsoft Create Token),(Citation: Microsoft runas),",DET0283,Behavior-chain detection for T1134 Access Token Manipulation on Windows,AN0786,"Detection of suspicious token manipulation chains: use of token-related APIs (e.g., LogonUser, DuplicateTokenEx) or commands (runas) → spawning of a new process under a different security context (e.g., SYSTEM) → mismatched parent-child process lineage or anomalies in Event Tracing for Windows (ETW) token/PPID data → abnormal lateral or privilege escalation activity.","[{""Data Component"": ""Logon Session Metadata (DC0088)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4672, 4634""}, {""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=1""}, {""Data Component"": ""Process Access (DC0035)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=10""}, {""Data Component"": ""OS API Execution (DC0021)"", ""Name"": ""ETW:Token"", ""Channel"": ""token_analysis: API calls such as DuplicateTokenEx or ImpersonateLoggedOnUser""}, {""Data Component"": ""Active Directory Object Modification (DC0066)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=5136""}]","[{""Field"": ""TimeWindow"", ""Description"": ""Correlation time between suspicious API usage, runas, and process creation (e.g., 5–10m).""}, {""Field"": ""AllowedServiceAccounts"", ""Description"": ""Whitelist of service accounts permitted to spawn SYSTEM-level processes.""}, {""Field"": ""KnownAdminTools"", ""Description"": ""Legitimate administrative utilities that trigger token changes.""}, {""Field"": ""ParentProcessAnomalyThreshold"", ""Description"": ""Deviation threshold for PPID mismatches detected via ETW.""}]"
T1134.002,Access Token Manipulation: Create Process with Token,"Adversaries may create a new process with an existing token to escalate privileges and bypass access controls. Processes can be created with the token and resulting security context of another user using features such as <code>CreateProcessWithTokenW</code> and <code>runas</code>.(Citation: Microsoft RunAs)

Creating processes with a token not associated with the current user may require the credentials of the target user, specific privileges to impersonate that user, or access to the token to be used. For example, the token could be duplicated via [Token Impersonation/Theft](https://attack.mitre.org/techniques/T1134/001) or created via [Make and Impersonate Token](https://attack.mitre.org/techniques/T1134/003) before being used to create a process.

While this technique is distinct from [Token Impersonation/Theft](https://attack.mitre.org/techniques/T1134/001), the techniques can be used in conjunction where a token is duplicated and then used to create a new process.","Defense Evasion, Privilege Escalation",Windows,True,T1134,,"(Citation: Novetta Blockbuster Tools),(Citation: Cisco Ukraine Wipers January 2022),(Citation: Novetta Blockbuster),(Citation: CheckPoint Naikon May 2020),(Citation: Secureworks REvil September 2019),(Citation: Zscaler),(Citation: Github PowerShell Empire),(Citation: ESET Turla PowerShell May 2019),(Citation: Malwarebytes Konni Aug 2021),(Citation: Unit42 Azorult Nov 2018),(Citation: Talos ZxShell Oct 2014),(Citation: Medium KONNI Jan 2020),(Citation: ESET PipeMon May 2020),(Citation: GitHub PoshC2),(Citation: McAfee Bankshot),(Citation: Microsoft Replace Process Token),(Citation: Microsoft Create Token),(Citation: Microsoft runas),",DET0456,Behavior-chain detection for T1134.002 Create Process with Token (Windows),AN1253,A process (often after stealing/creating a token) calls CreateProcessWithTokenW/CreateProcessAsUserW or uses runas to spawn a new process whose security context (SID/LogonId/IntegrityLevel) differs from its parent. Chain: (1) suspicious command/API → (2) privileged handle or token duplication/open → (3) new child process running as another user / higher integrity → (4) optional follow‑on privileged/lateral actions.,"[{""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4688""}, {""Data Component"": ""Process Access (DC0035)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=10""}, {""Data Component"": ""OS API Execution (DC0021)"", ""Name"": ""ETW:ProcThread"", ""Channel"": ""api_call: CreateProcessWithTokenW, CreateProcessAsUserW""}, {""Data Component"": ""Logon Session Metadata (DC0088)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4672, 4634""}, {""Data Component"": ""Active Directory Object Modification (DC0066)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=5136""}]","[{""Field"": ""TimeWindow"", ""Description"": ""Correlation window between API/handle access and the spawned process (default 5–10 minutes).""}, {""Field"": ""AllowedImpersonators"", ""Description"": ""Service accounts/binaries legitimately using CreateProcessWithTokenW (e.g., PsExec service, SCCM, backup agents).""}, {""Field"": ""IntegrityEscalationDelta"", ""Description"": ""Minimum jump in integrity level (e.g., Medium→System) to flag.""}, {""Field"": ""ParentChildUserMismatch"", ""Description"": ""Treat any parent/child SID or LogonId mismatch as suspicious unless on allow-list.""}, {""Field"": ""SensitiveTargets"", ""Description"": ""List of processes (e.g., lsass.exe, winlogon.exe, services.exe) whose token access prior to the spawn raises score.""}]"
T1134.003,Access Token Manipulation: Make and Impersonate Token,"Adversaries may make new tokens and impersonate users to escalate privileges and bypass access controls. For example, if an adversary has a username and password but the user is not logged onto the system the adversary can then create a logon session for the user using the `LogonUser` function.(Citation: LogonUserW function) The function will return a copy of the new session's access token and the adversary can use `SetThreadToken` to assign the token to a thread.

This behavior is distinct from [Token Impersonation/Theft](https://attack.mitre.org/techniques/T1134/001) in that this refers to creating a new user token instead of stealing or duplicating an existing one.","Defense Evasion, Privilege Escalation",Windows,True,T1134,,"(Citation: cobaltstrike manual),(Citation: Github_SILENTTRINITY),(Citation: Sygnia Elephant Beetle Jan 2022),(Citation: Microsoft BlackByte 2023),(Citation: SentinelLabs Metador Technical Appendix Sept 2022),(Citation: Microsoft Replace Process Token),(Citation: Microsoft Create Token),(Citation: Microsoft runas),",DET0498,Behavior‑chain detection for T1134.003 Make and Impersonate Token (Windows),AN1375,"A process creates a brand‑new logon session/token (LogonUser/LsaLogonUser) and then assigns/impersonates it (SetThreadToken/ImpersonateLoggedOnUser) to run actions under that freshly created security context. Chain: (1) suspicious command or script block (e.g., runas /netonly, PowerShell P/Invoke of LogonUser) → (2) ETW/API evidence of LogonUser/SetThreadToken → (3) Security 4624 New Logon (often LogonType=9 NewCredentials or 2/3 from a non‑interactive parent) with no interactive desktop → (4) sysmon 1 process(es) executing with the new LogonId/SID different from the parent process → (5) optional privileged ops/lateral movement.","[{""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4688""}, {""Data Component"": ""Logon Session Metadata (DC0088)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4672""}, {""Data Component"": ""OS API Execution (DC0021)"", ""Name"": ""etw:Microsoft-Windows-Security-Auditing"", ""Channel"": ""api_call: LogonUser(A|W), LsaLogonUser, SetThreadToken, ImpersonateLoggedOnUser""}]","[{""Field"": ""TimeWindow"", ""Description"": ""Correlation window between LogonUser*/SetThreadToken and the first spawned process (default 5–10 minutes).""}, {""Field"": ""SuspiciousLogonTypes"", ""Description"": ""Which 4624 LogonTypes to treat as high risk (e.g., 9 NewCredentials, 3 Network when sourced locally).""}, {""Field"": ""AllowedImpersonators"", ""Description"": ""Processes/accounts legitimately creating tokens (e.g., winlogon.exe, lsass.exe, IIS worker, trusted service accounts).""}, {""Field"": ""ParentChildUserMismatch"", ""Description"": ""Whether to alert on any SID/LogonId mismatch between parent/child not in allow-list.""}, {""Field"": ""IntegrityEscalationDelta"", ""Description"": ""Minimum integrity level jump (e.g., Medium→High/System) to raise severity.""}]"
T1134.004,Access Token Manipulation: Parent PID Spoofing,"Adversaries may spoof the parent process identifier (PPID) of a new process to evade process-monitoring defenses or to elevate privileges. New processes are typically spawned directly from their parent, or calling, process unless explicitly specified. One way of explicitly assigning the PPID of a new process is via the <code>CreateProcess</code> API call, which supports a parameter that defines the PPID to use.(Citation: DidierStevens SelectMyParent Nov 2009) This functionality is used by Windows features such as User Account Control (UAC) to correctly set the PPID after a requested elevated process is spawned by SYSTEM (typically via <code>svchost.exe</code> or <code>consent.exe</code>) rather than the current user context.(Citation: Microsoft UAC Nov 2018)

Adversaries may abuse these mechanisms to evade defenses, such as those blocking processes spawning directly from Office documents, and analysis targeting unusual/potentially malicious parent-child process relationships, such as spoofing the PPID of [PowerShell](https://attack.mitre.org/techniques/T1059/001)/[Rundll32](https://attack.mitre.org/techniques/T1218/011) to be <code>explorer.exe</code> rather than an Office document delivered as part of [Spearphishing Attachment](https://attack.mitre.org/techniques/T1566/001).(Citation: CounterCept PPID Spoofing Dec 2018) This spoofing could be executed via [Visual Basic](https://attack.mitre.org/techniques/T1059/005) within a malicious Office document or any code that can perform [Native API](https://attack.mitre.org/techniques/T1106).(Citation: CTD PPID Spoofing Macro Mar 2019)(Citation: CounterCept PPID Spoofing Dec 2018)

Explicitly assigning the PPID may also enable elevated privileges given appropriate access rights to the parent process. For example, an adversary in a privileged user context (i.e. administrator) may spawn a new process and assign the parent as a process running as SYSTEM (such as <code>lsass.exe</code>), causing the new process to be elevated via the inherited access token.(Citation: XPNSec PPID Nov 2017)","Defense Evasion, Privilege Escalation",Windows,True,T1134,,"(Citation: CobaltStrike Daddy May 2017),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: Malwarebytes Konni Aug 2021),(Citation: Trellix Darkgate 2023),(Citation: ESET PipeMon May 2020),,",DET0489,Behavior-chain detection for T1134.004 Access Token Manipulation: Parent PID Spoofing (Windows),AN1351,"A process explicitly forges its parent using EXTENDED_STARTUPINFO + PROC_THREAD_ATTRIBUTE_PARENT_PROCESS (UpdateProcThreadAttribute → CreateProcess[A/W]/CreateProcessAsUserW) or other Native API paths, resulting in mismatched/implausible lineage across ETW EventHeader ProcessId, Security 4688 Creator Process ID/Name, and sysmon ParentProcessGuid. Often paired with privilege escalation when the chosen parent runs as SYSTEM.","[{""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4688""}, {""Data Component"": ""OS API Execution (DC0021)"", ""Name"": ""etw:Microsoft-Windows-Kernel-Process"", ""Channel"": ""api_call: UpdateProcThreadAttribute (PROC_THREAD_ATTRIBUTE_PARENT_PROCESS) and CreateProcess* with EXTENDED_STARTUPINFO_PRESENT / StartupInfoEx""}, {""Data Component"": ""Process Metadata (DC0034)"", ""Name"": ""etw:Microsoft-Windows-Kernel-Process"", ""Channel"": ""process_start: EventHeader.ProcessId true parent vs reported PPID mismatch""}]","[{""Field"": ""TimeWindow"", ""Description"": ""Correlation window between UpdateProcThreadAttribute/CreateProcess* and the resulting process (default 5–10 minutes).""}, {""Field"": ""AllowedSpoofers"", ""Description"": ""Legitimate binaries that commonly use StartupInfoEx/PPID assignment (e.g., consent.exe, svchost.exe during UAC).""}, {""Field"": ""ParentPrivilegeDeltaThreshold"", ""Description"": ""Minimum privilege/integrity gap between chosen parent and real caller to raise severity.""}, {""Field"": ""LineageMismatchTolerance"", ""Description"": ""Number of mismatched sources (0–3) before alerting to reduce noise.""}, {""Field"": ""SensitiveParents"", ""Description"": ""List of SYSTEM parents that, if spoofed, auto‑escalate severity (e.g., lsass.exe, services.exe, wininit.exe).""}]"
T1134.005,Access Token Manipulation: SID-History Injection,"Adversaries may use SID-History Injection to escalate privileges and bypass access controls. The Windows security identifier (SID) is a unique value that identifies a user or group account. SIDs are used by Windows security in both security descriptors and access tokens. (Citation: Microsoft SID) An account can hold additional SIDs in the SID-History Active Directory attribute (Citation: Microsoft SID-History Attribute), allowing inter-operable account migration between domains (e.g., all values in SID-History are included in access tokens).

With Domain Administrator (or equivalent) rights, harvested or well-known SID values (Citation: Microsoft Well Known SIDs Jun 2017) may be inserted into SID-History to enable impersonation of arbitrary users/groups such as Enterprise Administrators. This manipulation may result in elevated access to local resources and/or access to otherwise inaccessible domains via lateral movement techniques such as [Remote Services](https://attack.mitre.org/techniques/T1021), [SMB/Windows Admin Shares](https://attack.mitre.org/techniques/T1021/002), or [Windows Remote Management](https://attack.mitre.org/techniques/T1021/006).","Defense Evasion, Privilege Escalation",Windows,True,T1134,,"(Citation: AdSecurity Kerberos GT Aug 2015),(Citation: Adsecurity Mimikatz Guide),(Citation: Github PowerShell Empire),(Citation: Microsoft Trust Considerations Nov 2014),(Citation: AdSecurity Kerberos GT Aug 2015),(Citation: Microsoft SID Filtering Quarantining Jan 2009),(Citation: Microsoft Netdom Trust Sept 2012),",DET0136,Behavior-chain detection for T1134.005 Access Token Manipulation: SID-History Injection (Windows),AN0383,"Detection of unauthorized modification of Active Directory SID-History attributes to escalate privileges. This chain involves: (1) privileged operations or API calls to DsAddSidHistory or related AD modification functions, (2) observed attribute changes in SID-History (Event ID 5136), (3) new logon sessions where the token includes unexpected or privileged SID-History values, and (4) follow-on resource access using elevated privileges derived from SID-History injection.","[{""Data Component"": ""Active Directory Object Modification (DC0066)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=5136""}, {""Data Component"": ""User Account Metadata (DC0013)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4720, 4738""}, {""Data Component"": ""OS API Execution (DC0021)"", ""Name"": ""etw:Microsoft-Windows-Directory-Services-SAM"", ""Channel"": ""api_call: Calls to DsAddSidHistory or related RPC operations""}]","[{""Field"": ""AllowedSIDHistoryChanges"", ""Description"": ""Approved migration windows or known SID-History population events.""}, {""Field"": ""TimeWindow"", ""Description"": ""Correlation window between attribute change and suspicious logon activity (default 15–30 minutes).""}, {""Field"": ""PrivilegedSIDList"", ""Description"": ""List of sensitive SIDs (e.g., Enterprise Admins, Domain Admins) that should never appear in SID-History.""}, {""Field"": ""UserContextFilter"", ""Description"": ""Exclude trusted migration service accounts or pre-approved administrative tasks.""}, {""Field"": ""AnomalousSIDCountThreshold"", ""Description"": ""Raise alerts when a token contains more than X SID-History entries (default X=2).""}]"
T1134.001,Access Token Manipulation: Token Impersonation/Theft,"Adversaries may duplicate then impersonate another user's existing token to escalate privileges and bypass access controls. For example, an adversary can duplicate an existing token using `DuplicateToken` or `DuplicateTokenEx`.(Citation: DuplicateToken function) The token can then be used with `ImpersonateLoggedOnUser` to allow the calling thread to impersonate a logged on user's security context, or with `SetThreadToken` to assign the impersonated token to a thread.

An adversary may perform [Token Impersonation/Theft](https://attack.mitre.org/techniques/T1134/001) when they have a specific, existing process they want to assign the duplicated token to. For example, this may be useful for when the target user has a non-network logon session on the system.

When an adversary would instead use a duplicated token to create a new process rather than attaching to an existing process, they can additionally [Create Process with Token](https://attack.mitre.org/techniques/T1134/002) using `CreateProcessWithTokenW` or `CreateProcessAsUserW`. [Token Impersonation/Theft](https://attack.mitre.org/techniques/T1134/001) is also distinct from [Make and Impersonate Token](https://attack.mitre.org/techniques/T1134/003) in that it refers to duplicating an existing token, rather than creating a new one.","Defense Evasion, Privilege Escalation",Windows,True,T1134,,"(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: Symantec FIN8 Jul 2023),(Citation: FinFisher Citation),(Citation: McAfee Shamoon December 2018),(Citation: BitDefender BADHATCH Mar 2021),(Citation: cobaltstrike manual),(Citation: Microsoft FinFisher March 2018),(Citation: ESET Okrum July 2019),(Citation: Binary Defense Emotes Wi-Fi Spreader),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),(Citation: McAfee Sodinokibi October 2019),(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: CheckPoint Naikon May 2020),(Citation: Crowdstrike Indrik November 2018),(Citation: Microsoft Albanian Government Attacks September 2022),(Citation: Tarrask scheduled task),(Citation: GitHub Pupy),(Citation: emotet_hc3_nov2023),(Citation: Bitdefender FIN8 July 2021),(Citation: Unit 42 Siloscape Jun 2021),(Citation: FireEye Op RussianDoll),(Citation: Havoc Framework Documentation),(Citation: Microsoft Replace Process Token),(Citation: Microsoft Create Token),(Citation: Microsoft runas),",DET0482,Behavior-chain detection for T1134.001 Access Token Manipulation: Token Impersonation/Theft on Windows,AN1324,"Detection of token duplication and impersonation attempts by correlating suspicious command-line executions (e.g., runas) with API calls to DuplicateToken, DuplicateTokenEx, ImpersonateLoggedOnUser, or SetThreadToken. The chain includes the initial command execution or in-memory API invocation → token handle duplication or thread token assignment → a new or existing process assuming the impersonated user's context.","[{""Data Component"": ""Process Creation (DC0032)"", ""Name"": ""WinEventLog:Security"", ""Channel"": ""EventCode=4688""}, {""Data Component"": ""Process Access (DC0035)"", ""Name"": ""WinEventLog:Sysmon"", ""Channel"": ""EventCode=10""}, {""Data Component"": ""OS API Execution (DC0021)"", ""Name"": ""ETW:Token"", ""Channel"": ""api_call: DuplicateTokenEx, ImpersonateLoggedOnUser, SetThreadToken""}]","[{""Field"": ""AllowedSystemProcesses"", ""Description"": ""Whitelist of known processes that legitimately duplicate tokens (e.g., services.exe).""}, {""Field"": ""TimeWindow"", ""Description"": ""Time interval between API call and subsequent impersonated process (e.g., 5m).""}, {""Field"": ""UserContextFilter"", ""Description"": ""Filter for service accounts or known administrative accounts that perform legitimate impersonation.""}, {""Field"": ""ParentProcessAnomalyThreshold"", ""Description"": ""Threshold for parent-child process lineage anomalies indicating token theft.""}]"
